RESPONSE_ID,AGE,GENDER,RACE,EDUCATION,PROFESSION,APPS_USED,FREQUENCY_OF_USE,DURATION_OF_USE,MODALITY,USE_CASES,USE_CASES_MORE_DETAILS,DELETE_HISTORY_AWARE,EXPORT_CHAT_AWARE,OPT_OUT_AWARE,BEHAVIOURS_ENGAGED,SHARE_PII,SHARE_DEMOGRAPHICS,SHARE_SEXUAL_ORIENTATION,SHARE_BANKING,SHARE_CREDIT_SCORE,SHARE_PURCHASES,SHARE_RELIGION,SHARE_HOBBIES,SHARE_PERSONAL_LIFE,SHARE_HEALTH,SHARE_PHOTOS,SHARE_WORK,TRAINING_EXPECTATIONS,DELETE_CHATS_LOSE_ACCESS,DELETE_CHATS_ERASURE,DELETE_CHATS_UNLEARN,DELETE_ACCOUNT_LOSE_ACCESS,DELETE_ACCOUNT_DATA_ERASURE,DELETE_ACCOUNT_CHAT_ERASURE,DELETE_ACCOUNT_UNLEARN,TRAINING_AWARE,TRAINING_CONCERN,TRAINING_POSSIBLE,DEV_ACCESS_AWARE,DEV_ACCESS_CONCERNED,DEV_ACCESS_POSSIBLE,LEGAL_ACCESS_AWARE,LEGAL_ACCESS_CONCERN,LEGAL_ACCESS_POSSIBLE,HEALTH_AWARE,HEALTH_CONCERN,HEALTH_POSSIBLE,FINANCE_AWARE,FINANCE_CONCERN,FINANCE_POSSIBLE,EXTRACTION_AWARE,EXTRACTION_CONCERN,EXTRACTION_POSSIBLE,LEAK_AWARE,LEAK_CONCERN,LEAK_POSSIBLE,MEM_AWARE,MEM_CONCERN,MEM_POSSIBLE,EXTENSION_AWARE,EXTENSION_CONCERN,EXTENSION_POSSIBLE,DECEPTION_AWARE,DECEPTION_CONCERN,DECEPTION_POSSIBLE,Challenges,Solutions
R_2uvNk86tizcCmwV,25 - 34,Man,White,Bachelor's degree,Teacher ,"ChatGPT,Microsoft Copilot/Bing",Monthly,6 - 12 months,Desktop/Web app,"Information or advice about general topics (world events, recipes, trivia, etc.),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was aware,Was aware,Was aware,"Read about how AI chatbots handle user data from another source,Deleted/cleared my chat history",Not at all willing,Very willing,Very willing,Not at all willing,Moderately willing,Moderately willing,Moderately willing,Very willing,Slightly willing,Quite willing,Not at all willing,Quite willing,"My data will not be used to train models in the future, and patterns that the model has learned from my data will be removed from the model.",Immediately,Immediately,This will never happen,Immediately,Within a few days,Within a few days,This will never happen,Yes,Not at all concerned,Yes,No,Moderately concerned,Yes,Yes,Moderately concerned,Yes,No,A little concerned,Yes,No,Moderately concerned,Yes,No,Not at all concerned,No,No,Quite concerned,Yes,Yes,Moderately concerned,Yes,No,Moderately concerned,Yes,No,A little concerned,Yes,,Don't give them any identifying information
R_8oXj6Aqjvfy8EaR,55+,Man,White,Bachelor's degree,Graphic Designer,"ChatGPT,Microsoft Copilot/Bing",Weekly,6 - 12 months,"Desktop/Web app,Mobile app","Work or job-related tasks (e.g., analysing data, generating reports),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was aware,Was aware,Was aware,Read about how AI chatbots handle user data from another source,Not at all willing,Quite willing,Slightly willing,Not at all willing,Moderately willing,Moderately willing,Not at all willing,Moderately willing,Not at all willing,Moderately willing,Slightly willing,Slightly willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,Within a few days,Immediately,Immediately,Immediately,Immediately,Yes,Not at all concerned,Yes,No,Not at all concerned,Yes,No,Not at all concerned,No,Yes,A little concerned,Yes,No,Moderately concerned,Yes,No,A little concerned,Yes,No,Not at all concerned,No,Yes,A little concerned,Yes,No,A little concerned,Yes,No,Not at all concerned,No,n/a,Reassurance from Government bodies about legal rights and polices in place to help protect users.
R_2TzS8ykgYT3sKE4,25 - 34,Man,White,A-Level or equivalent,Senior Data Analyst,ChatGPT,Monthly,More than a year,Desktop/Web app,"Work or job-related tasks (e.g., analysing data, generating reports),Personal admin (e.g., job applications, personal emails),Information or advice about general topics (world events, recipes, trivia, etc.),Information or advice about personal topics (e.g., health, finances, relationships)",,Was not aware,Was not aware,Was aware,Read about how AI chatbots handle user data from another source,Not at all willing,Moderately willing,Not at all willing,Not at all willing,Not at all willing,Slightly willing,Not at all willing,Quite willing,Not at all willing,Slightly willing,Not at all willing,Slightly willing,"My data will not be used to train models in the future, and patterns that the model has learned from my data will be removed from the model.",Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,No,Not at all concerned,Yes,No,Not at all concerned,No,Yes,A little concerned,Yes,No,A little concerned,Yes,No,Quite concerned,Yes,Yes,Very concerned,Yes,Yes,Quite concerned,Yes,No,Moderately concerned,Yes,No,A little concerned,Yes,No,Not at all concerned,No,Trying to ask open questions so it cannot be linked back to yourself,Auto random location filler
R_8ifVZj9b2DOPKMe,25 - 34,Woman,Asian,Master's degree,Management student,ChatGPT,Weekly,More than a year,Desktop/Web app,"Personal admin (e.g., job applications, personal emails),Information or advice about general topics (world events, recipes, trivia, etc.),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was not aware,Was aware,Was aware,Exported or made a backup of my chat history,Not at all willing,Not at all willing,Moderately willing,Not at all willing,Slightly willing,Very willing,Very willing,Quite willing,Quite willing,Quite willing,Not at all willing,Not at all willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,This will never happen,Immediately,Immediately,Immediately,This will never happen,Yes,Not at all concerned,Yes,No,A little concerned,Yes,Yes,Moderately concerned,Yes,No,A little concerned,Yes,No,A little concerned,Yes,Yes,A little concerned,Yes,Yes,Moderately concerned,Yes,Yes,Not at all concerned,Yes,No,Not at all concerned,No,No,Not at all concerned,No,"I think what's entered into the training model simply can't be removed - it's like what you say in front of a jury cannot be forcibly disregarded, even when judges say to do so.",VPN and incognito mode would help.
R_2VJDRZiKByV7LpK,18-24,Man,White,Master's degree,Data Science MSc,ChatGPT,Weekly,6 - 12 months,"Desktop/Web app,Mobile app","Work or job-related tasks (e.g., analysing data, generating reports),Personal admin (e.g., job applications, personal emails),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was not aware,Was aware,Was aware,Exported or made a backup of my chat history,Quite willing,Very willing,Very willing,Slightly willing,Slightly willing,Quite willing,Not at all willing,Very willing,Slightly willing,Moderately willing,Moderately willing,Very willing,My data will continue to be used to train models.,Immediately,Immediately,This will never happen,Immediately,Immediately,Immediately,This will never happen,Yes,Not at all concerned,Yes,No,Not at all concerned,No,No,Not at all concerned,Yes,Yes,Quite concerned,Yes,Yes,Very concerned,No,No,Not at all concerned,No,Yes,Quite concerned,Yes,Yes,A little concerned,Yes,No,Very concerned,Yes,Yes,A little concerned,Yes,No,VPN
R_8gcjhiNrZdAM2gR,35 - 44,Man,Asian,Bachelor's degree,,"ChatGPT,Microsoft Copilot/Bing",Weekly,6 - 12 months,"Desktop/Web app,Mobile app","Information or advice about general topics (world events, recipes, trivia, etc.),Information or advice about personal topics (e.g., health, finances, relationships),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was aware,Was aware,Was aware,"Deleted/cleared my chat history,Created an anonymous email and/or pseudonym to use an AI chatbot so that my chats are not linked to me",Not at all willing,Very willing,Very willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,My data will continue to be used to train models.,Immediately,Immediately,This will never happen,Immediately,Immediately,Immediately,This will never happen,Yes,A little concerned,Yes,No,Quite concerned,No,No,Very concerned,No,Yes,A little concerned,Yes,Yes,Very concerned,Yes,Yes,A little concerned,No,Yes,Very concerned,Yes,Yes,Not at all concerned,Yes,Yes,A little concerned,Yes,No,Very concerned,No,No,No
R_2GEosLvvCk7l14Z,45 - 54,Man,White,Bachelor's degree,Electronics engineer,"ChatGPT,Microsoft Copilot/Bing",Monthly,More than a year,"Desktop/Web app,Mobile app","Work or job-related tasks (e.g., analysing data, generating reports),Personal admin (e.g., job applications, personal emails)",,Was aware,Was aware,Was aware,Deleted/cleared my chat history,Slightly willing,Quite willing,Very willing,Not at all willing,Moderately willing,Moderately willing,Very willing,Quite willing,Quite willing,Quite willing,Slightly willing,Slightly willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,Within a few weeks,Immediately,Immediately,Immediately,Within a few weeks,Yes,Not at all concerned,Yes,No,A little concerned,Yes,No,A little concerned,Yes,Yes,A little concerned,Yes,No,A little concerned,No,No,A little concerned,Yes,Yes,Quite concerned,Yes,Yes,Not at all concerned,Yes,No,Moderately concerned,Yes,No,Not at all concerned,No,no,no
R_22VpIpDekRM2tNy,35 - 44,Man,White,Doctorate/PhD,Education professional,"ChatGPT,Google Gemini/Bard,Microsoft Copilot/Bing",Weekly,3 - 6 months,Desktop/Web app,"Personal admin (e.g., job applications, personal emails),Information or advice about general topics (world events, recipes, trivia, etc.),Information or advice about personal topics (e.g., health, finances, relationships),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was aware,Was aware,Was aware,Deleted/cleared my chat history,Not at all willing,Moderately willing,Very willing,Not at all willing,Quite willing,Quite willing,Quite willing,Very willing,Quite willing,Very willing,Not at all willing,Slightly willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,This will never happen,Immediately,Immediately,Immediately,This will never happen,Yes,Not at all concerned,Yes,No,Moderately concerned,Yes,Yes,Quite concerned,Yes,Yes,Quite concerned,Yes,Yes,Very concerned,Yes,No,Moderately concerned,Yes,Yes,Quite concerned,Yes,Yes,Not at all concerned,Yes,Yes,Quite concerned,Yes,No,Very concerned,Yes,"Knowing what the relevant laws are that protect my privacy as it is such a newly popularised technology. Also, just generally a distrust of the companies who make chatbots as their business is often related to selling data. There is also the issue of whether anything is truly private on the internet, when there are so often leaks etc., of supposedly private data. ",Perhaps specific laws to protect the data that emerges from a chatbot. 
R_2u8zzNom5OQOjzb,35 - 44,Man,White,Bachelor's degree,Software Engineer,"ChatGPT,Github Copilot",Daily,6 - 12 months,"Desktop/Web app,Mobile app","Work or job-related tasks (e.g., analysing data, generating reports),Personal admin (e.g., job applications, personal emails),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was aware,Was aware,Was aware,Deleted/cleared my chat history,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,Immediately,Immediately,Within a few days,Within a few days,This will never happen,Yes,Moderately concerned,Yes,No,Very concerned,Yes,No,Very concerned,Yes,No,Moderately concerned,Yes,No,Quite concerned,Yes,No,Very concerned,Yes,Yes,Quite concerned,Yes,Yes,Not at all concerned,Yes,No,A little concerned,Yes,No,Quite concerned,Yes,,
R_2IXzPkcxaBLOfaX,35 - 44,Man,White,Bachelor's degree,Quality Assurance ,ChatGPT,Monthly,More than a year,"Desktop/Web app,Mobile app","Work or job-related tasks (e.g., analysing data, generating reports),Information or advice about general topics (world events, recipes, trivia, etc.),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was aware,Was aware,Was aware,"Created an anonymous email and/or pseudonym to use an AI chatbot so that my chats are not linked to me,Used a VPN or private browser while using an AI chatbot to make it harder to track me",Not at all willing,Quite willing,Quite willing,Not at all willing,Not at all willing,Quite willing,Moderately willing,Quite willing,Moderately willing,Moderately willing,Not at all willing,Not at all willing,"My data will not be used to train models in the future, and patterns that the model has learned from my data will be removed from the model.",Within a few days,Within a few days,Within a few days,Within a few days,Within a few days,Within a few days,Within a few days,Yes,A little concerned,Yes,Yes,Moderately concerned,Yes,Yes,Quite concerned,Yes,Yes,Quite concerned,Yes,Yes,Very concerned,Yes,Yes,Moderately concerned,Yes,Yes,Quite concerned,Yes,Yes,Moderately concerned,Yes,Yes,Quite concerned,Yes,Yes,Very concerned,Yes,Reliability of security,Regulation 
R_8IFMssVismKASQq,45 - 54,Woman,White,Bachelor's degree,Teacher - currently teaching English (ESL) to foreign students online.,"ChatGPT, Replika",Monthly,6 - 12 months,Desktop/Web app,"Work or job-related tasks (e.g., analysing data, generating reports)",,Was aware,Was not aware,Was aware,,Not at all willing,Quite willing,Quite willing,Not at all willing,Moderately willing,Moderately willing,Quite willing,Quite willing,Moderately willing,Quite willing,Moderately willing,Quite willing,"My data will not be used to train models in the future, and patterns that the model has learned from my data will be removed from the model.",Immediately,Immediately,This will never happen,Immediately,Immediately,Immediately,This will never happen,Yes,Not at all concerned,Yes,No,Quite concerned,Yes,No,Not at all concerned,Yes,No,Quite concerned,Yes,No,Very concerned,Yes,No,Moderately concerned,Yes,No,Quite concerned,Yes,Yes,Not at all concerned,Yes,No,Moderately concerned,Yes,No,Quite concerned,Yes,I hadn't actually thought about it much till today! But then I've never used them for anything personal.,"There should be warning messages, and the AI should be trained to prevent privacy issues... ie. it should warn users, and/or delete personally identifyable information itself."
